driver_id,car_model,car_manufacture_year,days_since_inspection,age,experience,second_language,rating,net_worth_of_tips,number_of_rejected_rides,number_of_upvotes,number_of_complaints,number_of_incidents,driver_class
1009,Ford Fusion,2013,201,47.0,2,no,4.26,534.11,4,24,2,2,B class
328,Chevrolet Malibu,2020,373,30.0,0,no,4.76,1060.61,0,35,1,0,A class
968,Hyundai Sonata,2014,806,46.0,14,French,4.66,763.75,4,27,2,0,A class
950,Nissan Altima,2009,56,28.0,8,Spanish,3.89,448.36,6,14,0,0,B class
2305,Honda Accord,2008,212,33.0,13,Spanish,4.67,842.8,2,50,0,1,A class
973,Ford Fusion,2010,887,33.0,0,Mandarin,4.47,593.48,1,25,1,0,B class
188,Kia Optima,2011,221,37.0,17,Spanish,4.9,958.82,3,48,1,0,A class
247,Kia Optima,2016,801,53.0,15,Spanish,4.03,431.86,7,24,3,1,B class
2074,Ford Fusion,2021,328,61.0,8,no,4.71,649.94,2,30,0,0,A class
2487,Chevrolet Malibu,2015,832,31.0,6,French,4.12,686.74,2,24,1,0,B class
2895,Hyundai Sonata,2021,605,21.0,1,no,4.68,1112.4,2,29,2,0,A class
2348,Kia Optima,2022,738,60.0,15,French,4.76,971.79,1,35,1,0,A class
2303,Hyundai Sonata,2012,41,32.0,10,no,4.32,702.02,3,15,2,1,A class
1327,Honda Accord,2015,319,47.0,19,Arabic,4.69,665.74,2,64,2,0,A class
284,Kia Optima,2012,484,21.0,1,no,3.83,270.98,9,14,1,2,B class
2293,Kia Optima,2020,214,42.0,10,no,4.53,777.86,7,15,0,1,B class
158,Ford Fusion,2009,726,52.0,23,no,4.65,1063.42,0,40,1,1,A class
2280,Nissan Altima,2018,663,67.0,11,no,4.12,650.18,3,30,1,0,B class
1506,Nissan Altima,2014,88,37.0,0,no,4.93,769.29,4,54,1,1,A class
904,Chevrolet Malibu,2007,57,27.0,6,no,4.6,798.72,4,41,0,0,A class
1346,Nissan Altima,2018,676,27.0,7,no,4.42,681.17,4,20,1,2,B class
1270,Hyundai Sonata,2022,418,,16,Portuguese,4.95,1176.66,2,41,0,0,A class
2431,Ford Fusion,2017,206,37.0,4,no,4.36,489.32,6,23,1,2,B class
976,Toyota Camry,2017,129,55.0,24,no,4.17,625.82,2,34,3,0,B class
2361,Honda Accord,2015,218,56.0,0,Mandarin,3.85,624.93,3,16,2,2,B class
1646,Kia Optima,2018,492,60.0,13,Spanish,4.36,583.12,3,27,0,1,B class
1680,Kia Optima,2007,18,29.0,9,Spanish,3.98,335.7,8,17,2,0,B class
2161,Kia Optima,2015,739,,4,no,4.38,505.22,2,28,0,0,B class
123,Honda Accord,2012,540,,12,no,4.49,774.99,2,41,2,0,A class
1073,Nissan Altima,2005,174,41.0,7,no,4.51,614.17,0,28,1,0,B class
1535,Kia Optima,2018,841,33.0,11,Mandarin,4.14,536.43,3,14,2,0,B class
1305,Chevrolet Malibu,2012,576,66.0,7,Arabic,4.08,482.99,4,12,0,0,B class
2424,Kia Optima,2005,731,48.0,14,no,4.74,959.83,2,40,1,0,A class
2519,Hyundai Sonata,2021,279,44.0,12,Arabic,4.8,1083.46,2,47,1,0,A class
418,Chevrolet Malibu,2014,219,30.0,10,Portuguese,4.53,541.85,5,24,1,0,B class
2728,Toyota Camry,2020,385,46.0,13,Portuguese,4.98,764.02,2,28,0,0,A class
870,Hyundai Sonata,2014,624,51.0,18,Mandarin,4.66,804.03,3,23,2,1,A class
2433,Kia Optima,2007,216,54.0,15,Mandarin,4.28,521.38,1,47,2,0,B class
1031,Nissan Altima,2022,298,25.0,5,no,4.7,919.2,0,34,1,0,A class
2950,Kia Optima,2012,290,37.0,9,no,3.96,182.13,0,30,4,1,B class
2167,Ford Fusion,2022,48,33.0,12,no,4.1,471.16,2,18,0,0,B class
757,Toyota Camry,2018,395,27.0,4,no,4.76,990.75,6,58,1,0,A class
1702,Hyundai Sonata,2006,565,66.0,7,no,3.71,350.25,4,13,3,1,B class
1543,Honda Accord,2018,146,44.0,5,Mandarin,5.0,884.74,1,37,1,0,A class
1157,Nissan Altima,2016,381,30.0,3,Spanish,5.0,1041.48,1,44,1,0,A class
1109,Nissan Altima,2019,342,38.0,18,Russian,4.58,899.26,3,13,0,0,A class
68,Ford Fusion,2011,234,50.0,10,no,4.7,575.27,2,31,0,0,A class
2971,Nissan Altima,2007,550,60.0,13,no,4.94,936.8,1,25,0,1,A class
333,Hyundai Sonata,2015,558,60.0,10,French,4.38,622.21,4,55,1,0,A class
1593,Nissan Altima,2021,388,33.0,13,no,4.35,527.13,6,24,1,2,B class
337,Chevrolet Malibu,2021,875,,18,no,4.0,520.86,5,17,0,0,B class
913,Ford Fusion,2009,844,36.0,12,no,4.54,510.24,3,36,1,1,B class
1576,Ford Fusion,2009,375,37.0,17,Spanish,4.37,557.28,3,35,1,3,B class
1537,Chevrolet Malibu,2007,10,25.0,4,Spanish,4.68,1029.41,4,53,0,0,A class
2765,Hyundai Sonata,2022,841,41.0,16,no,4.73,866.41,2,39,0,0,A class
473,Chevrolet Malibu,2012,365,28.0,0,French,4.68,618.99,5,26,0,0,A class
902,Toyota Camry,2005,97,,11,Spanish,4.18,488.49,6,30,2,1,B class
1407,Ford Fusion,2011,725,43.0,20,no,4.33,754.47,4,40,2,0,A class
866,Nissan Altima,2007,197,53.0,17,Portuguese,4.13,505.05,5,15,1,0,B class
1536,Nissan Altima,2020,176,40.0,8,no,4.47,694.94,1,28,0,0,A class
885,Nissan Altima,2019,137,58.0,15,Portuguese,4.8,935.46,2,53,1,1,A class
478,Toyota Camry,2017,168,44.0,24,no,5.0,1060.15,1,44,1,0,A class
1330,Kia Optima,2012,328,27.0,7,Russian,4.22,526.46,0,32,0,0,B class
1567,Chevrolet Malibu,2018,724,64.0,18,French,4.81,1126.36,2,55,2,0,A class
1343,Kia Optima,2015,278,59.0,7,French,4.28,523.02,0,16,0,0,B class
742,Hyundai Sonata,2014,734,38.0,3,no,3.87,157.74,8,13,2,1,B class
2761,Kia Optima,2017,644,38.0,18,no,4.71,663.68,2,56,0,0,A class
1341,Toyota Camry,2011,119,62.0,15,Mandarin,4.68,955.52,5,24,0,0,A class
2614,Chevrolet Malibu,2014,27,65.0,23,no,3.88,620.72,1,12,2,0,B class
133,Chevrolet Malibu,2016,605,41.0,3,no,4.44,554.53,5,13,1,0,B class
2766,Chevrolet Malibu,2011,165,40.0,20,no,4.77,1097.55,1,48,0,0,A class
2607,Kia Optima,2010,424,60.0,3,Mandarin,4.96,774.03,4,34,1,0,A class
982,Kia Optima,2010,343,21.0,1,no,4.7,764.35,3,35,3,0,A class
1234,Ford Fusion,2005,166,52.0,7,French,4.26,650.79,3,41,1,1,B class
2051,Toyota Camry,2016,775,21.0,0,Arabic,4.03,441.67,3,15,0,0,B class
1629,Ford Fusion,2015,369,43.0,19,no,4.61,648.75,2,23,2,1,A class
2242,Hyundai Sonata,2011,591,53.0,11,no,3.98,523.85,5,20,2,4,B class
1757,Chevrolet Malibu,2007,92,23.0,3,no,3.38,0.0,4,5,3,2,B class
2460,Honda Accord,2012,359,63.0,21,no,4.52,723.64,3,23,2,1,A class
1150,Toyota Camry,2016,230,23.0,3,no,4.29,914.11,2,30,1,1,A class
2797,Kia Optima,2011,292,51.0,12,Spanish,4.2,653.38,0,48,2,0,A class
2320,Kia Optima,2013,815,26.0,6,no,5.0,897.22,1,26,1,0,A class
2516,Hyundai Sonata,2021,303,53.0,17,Arabic,4.43,922.96,2,27,2,2,A class
257,Honda Accord,2010,482,25.0,4,no,3.74,40.38,5,22,1,1,B class
551,Ford Fusion,2018,578,34.0,0,no,3.24,0.0,9,5,2,1,B class
634,Hyundai Sonata,2010,628,63.0,19,Russian,4.65,858.95,3,19,1,0,B class
899,Honda Accord,2014,533,22.0,2,no,4.63,968.09,3,46,2,0,A class
290,Toyota Camry,2011,620,56.0,11,Spanish,4.8,1091.46,0,45,1,0,A class
2397,Nissan Altima,2020,13,55.0,11,Arabic,4.77,1045.69,6,25,1,0,A class
778,Chevrolet Malibu,2016,68,45.0,10,no,4.17,376.27,4,14,0,0,B class
2357,Hyundai Sonata,2018,554,63.0,14,French,4.46,516.29,2,17,1,1,B class
54,Toyota Camry,2021,891,61.0,24,Spanish,4.53,956.91,2,16,0,0,A class
1808,Honda Accord,2018,76,50.0,13,no,4.25,594.28,0,18,1,0,B class
2153,Toyota Camry,2015,134,55.0,10,Portuguese,4.44,896.48,0,25,4,1,A class
558,Nissan Altima,2010,512,39.0,19,no,4.17,476.21,1,29,3,1,B class
2763,Toyota Camry,2011,748,22.0,2,Spanish,4.17,662.44,2,26,3,1,B class
41,Kia Optima,2015,653,62.0,24,French,4.47,688.08,3,20,1,0,B class
2181,Hyundai Sonata,2019,419,62.0,0,Spanish,4.95,1020.02,1,57,0,0,A class
1173,Honda Accord,2005,700,48.0,6,Spanish,4.39,865.61,3,36,2,1,A class
262,Ford Fusion,2021,844,30.0,10,French,4.65,768.38,2,52,0,0,A class
2174,Ford Fusion,2020,685,25.0,5,Spanish,4.04,269.32,2,4,0,0,B class
2079,Ford Fusion,2015,21,58.0,9,no,4.52,1025.88,3,27,2,1,A class
84,Kia Optima,2012,779,22.0,2,Mandarin,4.73,566.3,1,28,1,0,A class
2399,Nissan Altima,2008,350,25.0,0,Spanish,4.09,549.77,5,32,2,1,B class
2420,Hyundai Sonata,2013,734,39.0,18,Spanish,4.62,798.62,2,46,1,0,A class
1084,Nissan Altima,2021,555,,2,French,4.48,162.68,2,25,1,0,B class
1890,Kia Optima,2011,601,60.0,16,French,4.54,516.18,3,31,1,1,B class
2783,Toyota Camry,2021,168,56.0,15,no,4.16,431.51,4,25,2,0,B class
2009,Kia Optima,2010,283,40.0,11,no,4.51,854.75,3,43,2,0,A class
31,Honda Accord,2009,816,63.0,8,no,4.33,786.33,1,30,1,1,A class
1538,Nissan Altima,2005,310,49.0,24,no,4.9,962.9,3,22,0,0,A class
783,Kia Optima,2017,510,59.0,16,no,4.75,665.38,0,51,1,0,A class
2416,Nissan Altima,2006,448,25.0,5,no,4.65,666.04,0,32,4,0,A class
2737,Honda Accord,2006,133,56.0,0,no,4.56,935.53,2,41,1,1,A class
209,Toyota Camry,2007,629,32.0,12,Arabic,4.94,975.3,4,33,2,0,A class
2657,Chevrolet Malibu,2019,605,25.0,0,Portuguese,4.05,364.34,2,17,2,1,B class
1914,Hyundai Sonata,2021,496,64.0,23,Mandarin,5.0,1343.52,0,55,0,0,A class
1607,Kia Optima,2021,605,43.0,1,no,4.8,949.0,2,13,2,0,A class
1021,Toyota Camry,2022,511,35.0,14,Spanish,4.33,560.22,2,15,1,3,B class
2656,Toyota Camry,2011,521,52.0,6,no,4.37,832.57,2,31,3,0,B class
1404,Honda Accord,2008,229,46.0,1,Arabic,5.0,1263.81,0,56,0,0,A class
2046,Toyota Camry,2013,455,42.0,10,Arabic,4.1,649.78,1,28,0,0,B class
1207,Nissan Altima,2021,477,36.0,10,no,4.62,918.05,0,45,0,0,A class
2891,Toyota Camry,2016,486,64.0,24,no,4.58,663.17,1,46,4,0,A class
49,Kia Optima,2015,626,41.0,7,no,4.6,753.74,3,36,0,1,A class
210,Ford Fusion,2010,538,60.0,6,no,4.12,654.71,5,35,2,1,B class
2223,Hyundai Sonata,2021,688,23.0,3,French,5.0,1108.35,1,38,1,0,A class
1492,Toyota Camry,2020,471,60.0,15,no,4.75,773.66,0,33,2,1,A class
894,Kia Optima,2013,400,52.0,12,no,4.54,892.9,1,31,0,3,A class
154,Toyota Camry,2015,30,48.0,2,Arabic,4.01,591.98,6,34,1,1,B class
2301,Chevrolet Malibu,2012,125,41.0,4,no,4.12,500.24,2,29,1,1,B class
1591,Hyundai Sonata,2013,870,,19,no,4.09,332.11,1,7,0,1,B class
395,Nissan Altima,2005,526,43.0,6,Mandarin,4.31,666.95,1,25,1,0,B class
1148,Ford Fusion,2013,432,54.0,9,no,3.78,386.95,2,13,3,0,B class
1380,Hyundai Sonata,2016,506,46.0,0,no,4.01,575.21,2,33,1,0,B class
1968,Ford Fusion,2018,256,50.0,4,Spanish,4.53,895.53,3,37,2,0,A class
1159,Chevrolet Malibu,2013,608,,20,French,4.5,647.71,5,27,3,0,B class
2058,Ford Fusion,2021,291,32.0,2,Russian,4.28,552.3,5,18,2,1,B class
269,Hyundai Sonata,2010,435,22.0,2,no,5.0,817.75,1,45,0,0,A class
386,Honda Accord,2017,809,36.0,16,no,4.99,642.86,2,49,2,1,A class
1634,Hyundai Sonata,2007,560,55.0,6,Mandarin,4.19,321.21,7,25,6,2,B class
1245,Toyota Camry,2015,709,59.0,0,no,3.98,603.4,3,28,1,0,B class
42,Hyundai Sonata,2007,321,44.0,9,no,4.45,677.89,2,24,2,0,A class
2940,Toyota Camry,2017,362,50.0,21,Portuguese,5.0,1213.62,0,49,0,0,A class
598,Honda Accord,2020,714,57.0,13,no,4.36,810.47,1,10,0,0,A class
1090,Honda Accord,2019,106,67.0,9,no,4.59,849.66,1,33,1,0,A class
1932,Nissan Altima,2021,252,59.0,8,no,4.21,630.78,5,20,3,1,B class
1657,Chevrolet Malibu,2011,96,52.0,1,no,4.01,461.26,5,17,1,0,B class
681,Hyundai Sonata,2018,722,30.0,1,no,4.8,1055.9,2,42,1,1,A class
570,Kia Optima,2018,162,47.0,9,Mandarin,4.36,689.27,4,44,1,0,A class
525,Hyundai Sonata,2011,809,64.0,15,no,4.15,503.69,1,25,2,0,B class
2723,Kia Optima,2008,311,53.0,7,no,4.65,897.49,5,25,1,0,A class
1566,Nissan Altima,2009,415,29.0,7,no,4.53,856.03,3,43,3,0,A class
103,Nissan Altima,2020,873,27.0,7,no,4.31,454.94,8,24,2,2,B class
1329,Nissan Altima,2005,583,36.0,4,no,4.2,677.91,4,9,1,1,B class
2144,Toyota Camry,2017,619,26.0,6,no,5.0,1063.41,2,47,1,0,A class
2896,Kia Optima,2017,64,58.0,5,no,4.49,806.23,4,28,3,0,B class
305,Hyundai Sonata,2005,776,32.0,9,no,4.33,661.99,6,43,4,1,B class
1519,Toyota Camry,2018,263,54.0,21,no,5.0,1192.18,1,74,0,0,A class
1017,Chevrolet Malibu,2020,893,24.0,4,no,4.37,627.96,0,21,2,0,B class
2406,Ford Fusion,2010,47,31.0,11,no,4.63,663.7,4,25,2,1,A class
2116,Chevrolet Malibu,2007,142,59.0,0,Mandarin,4.48,538.1,3,24,0,2,B class
222,Ford Fusion,2020,255,47.0,10,no,4.84,1181.92,1,53,2,1,A class
2425,Nissan Altima,2013,734,29.0,9,no,4.28,550.77,1,26,0,1,B class
226,Kia Optima,2022,830,29.0,6,no,4.72,880.64,7,41,0,1,A class
2840,Hyundai Sonata,2020,391,53.0,4,Spanish,4.31,583.43,3,34,1,1,A class
2356,Ford Fusion,2019,592,26.0,6,no,4.32,609.08,4,28,3,1,A class
1761,Nissan Altima,2018,68,67.0,9,no,4.98,1036.87,1,32,0,0,A class
1361,Toyota Camry,2019,232,27.0,7,French,2.9,0.0,9,1,1,0,B class
2799,Nissan Altima,2014,802,57.0,24,French,5.0,1090.52,3,57,0,0,A class
2409,Chevrolet Malibu,2012,381,43.0,23,no,4.61,782.93,3,59,2,0,A class
1493,Honda Accord,2012,566,48.0,20,Mandarin,3.37,0.0,5,1,1,0,B class
2189,Honda Accord,2021,586,45.0,24,no,5.0,977.31,2,56,1,1,A class
2202,Nissan Altima,2020,244,66.0,2,Russian,4.83,921.2,2,39,0,1,A class
2010,Nissan Altima,2010,736,38.0,16,no,4.44,704.49,5,25,1,2,B class
206,Ford Fusion,2011,561,54.0,22,Spanish,5.0,1321.33,0,65,0,0,A class
1028,Kia Optima,2008,616,54.0,4,no,4.82,977.1,2,52,1,0,A class
2707,Hyundai Sonata,2009,340,65.0,6,no,5.0,1050.66,3,65,3,1,A class
2080,Kia Optima,2008,472,61.0,1,Portuguese,4.75,980.02,1,41,2,0,A class
1047,Chevrolet Malibu,2007,697,63.0,15,no,4.63,723.51,4,43,0,0,A class
694,Honda Accord,2017,147,31.0,0,no,3.92,112.1,8,17,2,1,B class
2360,Kia Optima,2011,65,56.0,19,no,4.28,394.5,1,25,0,0,B class
2324,Ford Fusion,2006,409,44.0,9,Mandarin,4.82,912.82,3,21,2,0,A class
1187,Kia Optima,2010,330,46.0,7,no,4.95,994.23,4,37,0,0,A class
1370,Kia Optima,2010,869,64.0,16,no,4.74,905.35,5,48,1,0,A class
1908,Hyundai Sonata,2018,250,47.0,7,Arabic,4.67,866.41,3,33,1,0,A class
17,Ford Fusion,2016,303,62.0,15,no,4.33,649.1,1,15,1,1,B class
2970,Chevrolet Malibu,2019,423,39.0,19,no,4.24,798.18,5,30,2,1,B class
1677,Ford Fusion,2022,321,64.0,10,no,4.56,956.46,5,25,0,1,A class
1185,Kia Optima,2013,107,37.0,3,Russian,4.32,417.42,4,25,2,0,B class
657,Ford Fusion,2022,305,39.0,7,Russian,4.5,638.04,3,25,1,0,A class
1572,Nissan Altima,2011,766,29.0,9,no,4.08,471.75,3,17,1,1,B class
1738,Nissan Altima,2013,137,31.0,11,Spanish,4.31,658.21,1,22,2,1,B class
1420,Ford Fusion,2018,181,61.0,9,Arabic,4.95,1047.89,2,44,1,1,A class
400,Chevrolet Malibu,2009,408,65.0,4,Spanish,4.58,879.01,1,45,1,1,A class
619,Ford Fusion,2009,225,57.0,22,no,4.76,914.47,3,24,2,0,A class
509,Hyundai Sonata,2015,301,62.0,4,no,3.82,240.68,3,10,0,1,B class
868,Hyundai Sonata,2005,811,31.0,4,Portuguese,4.08,521.22,3,11,0,1,B class
887,Nissan Altima,2006,794,60.0,6,no,3.86,348.44,2,15,1,1,B class
600,Toyota Camry,2009,283,,15,no,4.34,606.5,1,26,0,1,A class
2699,Chevrolet Malibu,2010,671,42.0,2,no,4.0,456.11,1,29,2,1,B class
458,Honda Accord,2011,897,55.0,7,no,4.4,605.23,1,23,1,0,B class
1118,Chevrolet Malibu,2017,335,59.0,18,Spanish,4.4,508.65,2,38,1,0,B class
871,Chevrolet Malibu,2010,433,56.0,2,Portuguese,3.94,462.78,4,13,1,1,B class
791,Ford Fusion,2009,507,56.0,11,no,4.32,531.81,6,18,2,1,B class
955,Kia Optima,2017,793,29.0,9,no,3.54,298.99,4,10,2,0,B class
651,Toyota Camry,2011,369,46.0,8,Portuguese,4.08,603.0,6,27,1,1,B class
734,Chevrolet Malibu,2011,899,31.0,11,no,4.2,558.91,1,22,1,2,B class
2803,Hyundai Sonata,2009,139,62.0,0,no,4.32,742.06,2,35,3,1,A class
380,Nissan Altima,2012,621,31.0,11,Spanish,4.16,804.47,2,38,1,0,B class
957,Honda Accord,2012,262,,8,French,4.14,408.24,4,22,3,2,B class
172,Honda Accord,2022,544,37.0,12,Spanish,3.84,480.54,3,9,2,1,B class
1945,Kia Optima,2017,121,67.0,4,Spanish,5.0,919.75,0,43,1,0,A class
660,Toyota Camry,2008,255,32.0,9,no,4.15,605.58,2,15,0,1,B class
1095,Toyota Camry,2022,435,57.0,14,no,4.25,695.68,2,30,0,0,B class
643,Honda Accord,2022,425,60.0,7,no,4.22,314.71,0,7,1,1,B class
169,Kia Optima,2018,785,33.0,13,no,4.49,684.75,4,35,3,1,A class
