,driver_id,car_model,car_manufacture_year,days_since_inspection,age,experience,second_language,rating,net_worth_of_tips,number_of_rejected_rides,number_of_upvotes,number_of_complaints,number_of_incidents,driver_class
1907,2361,2.0,2015,218,56.0,0,2.0,3.85,-0.24575,3,16,2,2,1
1908,1646,4.0,2018,492,60.0,13,5.0,4.36,-0.40832,3,27,0,1,1
1909,1680,4.0,2007,18,29.0,9,5.0,3.98,-1.37033,8,17,2,0,1
1910,2161,4.0,2015,739,44.0,4,6.0,4.38,-0.71121,2,28,0,0,1
1911,123,2.0,2012,540,44.0,12,6.0,4.49,0.33771,2,41,2,0,0
1912,1073,5.0,2005,174,41.0,7,6.0,4.51,-0.28759,0,28,1,0,1
1913,1535,4.0,2018,841,33.0,11,2.0,4.14,-0.58986,3,14,2,0,1
1914,1305,0.0,2012,576,66.0,7,0.0,4.08,-0.79764,4,12,0,0,1
1915,2424,4.0,2005,731,48.0,14,6.0,4.74,1.05640,2,40,1,0,0
1916,2519,3.0,2021,279,44.0,12,0.0,4.8,1.53709,2,47,1,0,0
1917,418,0.0,2014,219,30.0,10,3.0,4.53,-0.56878,5,24,1,0,1
1918,2728,6.0,2020,385,46.0,13,3.0,4.98,0.29505,2,28,0,0,0
1919,870,3.0,2014,624,51.0,18,2.0,4.66,0.45062,3,23,2,1,0
1920,2433,4.0,2007,216,54.0,15,2.0,4.28,-0.64837,1,47,2,0,1
1921,1031,5.0,2022,298,25.0,5,6.0,4.7,0.89842,0,34,1,0,0
1922,2950,4.0,2012,290,37.0,9,6.0,3.96,-1.96744,0,30,4,1,1
1923,2167,1.0,2022,48,33.0,12,6.0,4.1,-0.84364,2,18,0,0,1
1924,757,6.0,2018,395,27.0,4,6.0,4.76,1.17662,6,58,1,0,0
1925,1702,3.0,2006,565,66.0,7,6.0,3.71,-1.31376,4,13,3,1,1
1926,1543,2.0,2018,146,44.0,5,2.0,5.0,0.76443,1,37,1,0,0
1927,1157,5.0,2016,381,30.0,3,5.0,5.0,1.37387,1,44,1,0,0
1928,1109,5.0,2019,342,38.0,18,4.0,4.58,0.82089,3,13,0,0,0
1929,68,1.0,2011,234,50.0,10,6.0,4.7,-0.43884,2,31,0,0,0
1930,2971,5.0,2007,550,60.0,13,6.0,4.94,0.96685,1,25,0,1,0
1931,333,3.0,2015,558,60.0,10,1.0,4.38,-0.25633,4,55,1,0,0
1932,1593,5.0,2021,388,33.0,13,6.0,4.35,-0.62602,6,24,1,2,1
1933,337,0.0,2021,875,44.0,18,6.0,4.0,-0.65040,5,17,0,0,1
1934,913,1.0,2009,844,36.0,12,6.0,4.54,-0.69169,3,36,1,1,1
1935,1576,1.0,2009,375,37.0,17,5.0,4.37,-0.50879,3,35,1,3,1
1936,1537,0.0,2007,10,25.0,4,5.0,4.68,1.32694,4,53,0,0,0
1937,2765,3.0,2022,841,41.0,16,6.0,4.73,0.69316,2,39,0,0,0
1938,473,0.0,2012,365,28.0,0,1.0,4.68,-0.26885,5,26,0,0,0
1939,902,6.0,2005,97,44.0,11,5.0,4.18,-0.77626,6,30,2,1,1
1940,1407,1.0,2011,725,43.0,20,6.0,4.33,0.25792,4,40,2,0,0
1941,866,5.0,2007,197,53.0,17,3.0,4.13,-0.71187,5,15,1,0,1
1942,1536,5.0,2020,176,40.0,8,6.0,4.47,0.02646,1,28,0,0,0
1943,885,5.0,2019,137,58.0,15,3.0,4.8,0.96164,2,53,1,1,0
1944,478,6.0,2017,168,44.0,24,6.0,5.0,1.44646,1,44,1,0,0
1945,1330,4.0,2012,328,27.0,7,4.0,4.22,-0.62862,0,32,0,0,1
1946,1567,0.0,2018,724,64.0,18,1.0,4.81,1.70390,2,55,2,0,0
1947,1343,4.0,2015,278,59.0,7,1.0,4.28,-0.64200,0,16,0,0,1
1948,742,3.0,2014,734,38.0,3,6.0,3.87,-2.06227,8,13,2,1,1
1949,2761,4.0,2017,644,38.0,18,6.0,4.71,-0.09509,2,56,0,0,0
1950,1341,6.0,2011,119,62.0,15,2.0,4.68,1.03964,5,24,0,0,0
1951,2614,0.0,2014,27,65.0,23,6.0,3.88,-0.26212,1,12,2,0,1
1952,133,0.0,2016,605,41.0,3,6.0,4.44,-0.51948,5,13,1,0,1
1953,2766,0.0,2011,165,40.0,20,6.0,4.77,1.59188,1,48,0,0,0
1954,2607,4.0,2010,424,60.0,3,2.0,4.96,0.33397,4,34,1,0,0
1955,982,4.0,2010,343,21.0,1,6.0,4.7,0.29634,3,35,3,0,0
1956,1234,1.0,2005,166,52.0,7,1.0,4.26,-0.14520,3,41,1,1,1
1957,2051,6.0,2016,775,21.0,0,0.0,4.03,-0.95830,3,15,0,0,1
1958,1629,1.0,2015,369,43.0,19,6.0,4.61,-0.15314,2,23,2,1,0
1959,2242,3.0,2011,591,53.0,11,6.0,3.98,-0.63877,5,20,2,4,1
1960,1757,0.0,2007,92,23.0,3,6.0,3.38,-2.67559,4,5,3,2,1
1961,2460,2.0,2012,359,63.0,21,6.0,4.52,0.13805,3,23,2,1,0
1962,1150,6.0,2016,230,23.0,3,6.0,4.29,0.87863,2,30,1,1,0
1963,2797,4.0,2011,292,51.0,12,5.0,4.2,-0.13513,0,48,2,0,0
1964,2320,4.0,2013,815,26.0,6,6.0,5.0,0.81296,1,26,1,0,0
1965,2516,3.0,2021,303,53.0,17,0.0,4.43,0.91304,2,27,2,2,0
1966,257,2.0,2010,482,25.0,4,6.0,3.74,-2.51859,5,22,1,1,1
1967,551,1.0,2018,578,34.0,0,6.0,3.24,-2.67559,9,5,2,1,1
1968,634,3.0,2010,628,63.0,19,4.0,4.65,0.66416,3,19,1,0,1
1969,899,2.0,2014,533,22.0,2,6.0,4.63,1.08851,3,46,2,0,0
1970,290,6.0,2011,620,56.0,11,5.0,4.8,1.56820,0,45,1,0,0
1971,2397,5.0,2020,13,55.0,11,0.0,4.77,1.39024,6,25,1,0,0
1972,778,0.0,2016,68,45.0,10,6.0,4.17,-1.21259,4,14,0,0,1
1973,2357,3.0,2018,554,63.0,14,1.0,4.46,-0.66817,2,17,1,1,1
1974,54,6.0,2021,891,61.0,24,5.0,4.53,1.04504,2,16,0,0,0
1975,1808,2.0,2018,76,50.0,13,6.0,4.25,-0.36493,0,18,1,0,1
1976,2153,6.0,2015,134,55.0,10,3.0,4.44,0.81008,0,25,4,1,0
1977,558,5.0,2010,512,39.0,19,6.0,4.17,-0.82400,1,29,3,1,1
1978,2763,6.0,2011,748,22.0,2,5.0,4.17,-0.09991,2,26,3,1,1
1979,41,4.0,2015,653,62.0,24,1.0,4.47,-0.00021,3,20,1,0,1
1980,2181,3.0,2019,419,62.0,0,5.0,4.95,1.29043,1,57,0,0,0
1981,1173,2.0,2005,700,48.0,6,5.0,4.39,0.69005,3,36,2,1,0
1982,262,1.0,2021,844,30.0,10,1.0,4.65,0.31201,2,52,0,0,0
1983,2174,1.0,2020,685,25.0,5,5.0,4.04,-1.62843,2,4,0,0,1
1984,2079,1.0,2015,21,58.0,9,6.0,4.52,1.31321,3,27,2,1,0
1985,84,4.0,2012,779,22.0,2,2.0,4.73,-0.47372,1,28,1,0,0
1986,2399,5.0,2008,350,25.0,0,5.0,4.09,-0.53799,5,32,2,1,1
1987,2420,3.0,2013,734,39.0,18,5.0,4.62,0.42958,2,46,1,0,0
1988,1084,5.0,2021,555,44.0,2,1.0,4.48,-2.04306,2,25,1,0,1
1989,1890,4.0,2011,601,60.0,16,1.0,4.54,-0.66859,3,31,1,1,1
1990,2783,6.0,2021,168,56.0,15,6.0,4.16,-0.99781,4,25,2,0,1
1991,2009,4.0,2010,283,40.0,11,6.0,4.51,0.64783,3,43,2,0,0
1992,31,2.0,2009,816,63.0,8,6.0,4.33,0.38180,1,30,1,1,0
1993,1538,5.0,2005,310,49.0,24,6.0,4.9,1.06834,3,22,0,0,0
1994,783,4.0,2017,510,59.0,16,6.0,4.75,-0.08848,0,51,1,0,0
1995,2416,5.0,2006,448,25.0,5,6.0,4.65,-0.08591,0,32,4,0,0
1996,2737,2.0,2006,133,56.0,0,6.0,4.56,0.96192,2,41,1,1,0
1997,209,6.0,2007,629,32.0,12,0.0,4.94,1.11655,4,33,2,0,0
1998,2657,0.0,2019,605,25.0,0,3.0,4.05,-1.25897,2,17,2,1,1
1999,1914,3.0,2021,496,64.0,23,2.0,5.0,2.54825,0,55,0,0,0
2000,1607,4.0,2021,605,43.0,1,6.0,4.8,1.01429,2,13,2,0,0
2001,1021,6.0,2022,511,35.0,14,5.0,4.33,-0.49736,2,15,1,3,1
2002,2656,6.0,2011,521,52.0,6,6.0,4.37,0.56159,2,31,3,0,1
2003,1404,2.0,2008,229,46.0,1,0.0,5.0,2.23833,0,56,0,0,0
2004,2046,6.0,2013,455,42.0,10,0.0,4.1,-0.14913,1,28,0,0,1
2005,1207,5.0,2021,477,36.0,10,6.0,4.62,0.89395,0,45,0,0,0
2006,2891,6.0,2016,486,64.0,24,6.0,4.58,-0.09707,1,46,4,0,0
2007,49,4.0,2015,626,41.0,7,6.0,4.6,0.25508,3,36,0,1,0
2008,210,1.0,2010,538,60.0,6,6.0,4.12,-0.12996,5,35,2,1,1
2009,2223,3.0,2021,688,23.0,3,1.0,5.0,1.63387,1,38,1,0,0
2010,1492,6.0,2020,471,60.0,15,6.0,4.75,0.33254,0,33,2,1,0
2011,894,4.0,2013,400,52.0,12,6.0,4.54,0.79616,1,31,0,3,0
2012,154,6.0,2015,30,48.0,2,0.0,4.01,-0.37387,6,34,1,1,1
2013,2301,0.0,2012,125,41.0,4,6.0,4.12,-0.73057,2,29,1,1,1
2014,1591,3.0,2013,870,44.0,19,6.0,4.09,-1.38429,1,7,0,1,1
2015,395,5.0,2005,526,43.0,6,2.0,4.31,-0.08237,1,25,1,0,1
2016,1148,1.0,2013,432,54.0,9,6.0,3.78,-1.17106,2,13,3,0,1
2017,1380,3.0,2016,506,46.0,0,6.0,4.01,-0.43907,2,33,1,0,1
2018,1968,1.0,2018,256,50.0,4,5.0,4.53,0.80639,3,37,2,0,0
2019,1159,0.0,2013,608,44.0,20,1.0,4.5,-0.15718,5,27,3,0,1
2020,2058,1.0,2021,291,32.0,2,4.0,4.28,-0.52815,5,18,2,1,1
2021,269,3.0,2010,435,22.0,2,6.0,5.0,0.50397,1,45,0,0,0
2022,386,2.0,2017,809,36.0,16,6.0,4.99,-0.17604,2,49,2,1,0
2023,1634,3.0,2007,560,55.0,6,2.0,4.19,-1.42667,7,25,6,2,1
2024,1245,6.0,2015,709,59.0,0,6.0,3.98,-0.32947,3,28,1,0,1
2025,42,3.0,2007,321,44.0,9,6.0,4.45,-0.03984,2,24,2,0,0
2026,2940,6.0,2017,362,50.0,21,3.0,5.0,2.04318,0,49,0,0,0
2027,598,2.0,2020,714,57.0,13,6.0,4.36,0.47566,1,10,0,0,0
2028,1090,2.0,2019,106,67.0,9,6.0,4.59,0.62804,1,33,1,0,0
2029,1932,5.0,2021,252,59.0,8,6.0,4.21,-0.22301,5,20,3,1,1
2030,1657,0.0,2011,96,52.0,1,6.0,4.01,-0.88213,5,17,1,0,1
2031,681,3.0,2018,722,30.0,1,6.0,4.8,1.42994,2,42,1,1,0
2032,570,4.0,2018,162,47.0,9,2.0,4.36,0.00441,4,44,1,0,0
2033,525,3.0,2011,809,64.0,15,6.0,4.15,-0.71716,1,25,2,0,1
2034,2723,4.0,2008,311,53.0,7,6.0,4.65,0.81401,5,25,1,0,0
2035,1566,5.0,2009,415,29.0,7,6.0,4.53,0.65281,3,43,3,0,0
2036,103,5.0,2020,873,27.0,7,6.0,4.31,-0.90670,8,24,2,2,1
2037,1329,5.0,2005,583,36.0,4,6.0,4.2,-0.03976,4,9,1,1,1
2038,2144,6.0,2017,619,26.0,6,6.0,5.0,1.45914,2,47,1,0,0
2039,2896,4.0,2017,64,58.0,5,6.0,4.49,0.45917,4,28,3,0,1
2040,305,3.0,2005,776,32.0,9,6.0,4.33,-0.10166,6,43,4,1,1
2041,1519,6.0,2018,263,54.0,21,6.0,5.0,1.95982,1,74,0,0,0
2042,1017,0.0,2020,893,24.0,4,6.0,4.37,-0.23397,0,21,2,0,1
2043,2406,1.0,2010,47,31.0,11,6.0,4.63,-0.09501,4,25,2,1,0
2044,2116,0.0,2007,142,59.0,0,2.0,4.48,-0.58336,3,24,0,2,1
2045,222,1.0,2020,255,47.0,10,6.0,4.84,1.91992,1,53,2,1,0
2046,2425,5.0,2013,734,29.0,9,6.0,4.28,-0.53410,1,26,0,1,1
2047,226,4.0,2022,830,29.0,6,6.0,4.72,0.74849,7,41,0,1,0
2048,2840,3.0,2020,391,53.0,4,5.0,4.31,-0.40711,3,34,1,1,0
2049,2356,1.0,2019,592,26.0,6,6.0,4.32,-0.30738,4,28,3,1,0
2050,1761,5.0,2018,68,67.0,9,6.0,4.98,1.35594,1,32,0,0,0
2051,1361,6.0,2019,232,27.0,7,1.0,2.9,-2.67559,9,1,1,0,1
2052,2799,5.0,2014,802,57.0,24,1.0,5.0,1.56454,3,57,0,0,0
2053,2409,0.0,2012,381,43.0,23,6.0,4.61,0.36858,3,59,2,0,0
2054,1493,2.0,2012,566,48.0,20,2.0,3.37,-2.67559,5,1,1,0,1
2055,2189,2.0,2021,586,45.0,24,6.0,5.0,1.12436,2,56,1,1,0
2056,2202,5.0,2020,244,66.0,2,4.0,4.83,0.90620,2,39,0,1,0
2057,2010,5.0,2010,736,38.0,16,6.0,4.44,0.06359,5,25,1,2,1
2058,206,1.0,2011,561,54.0,22,5.0,5.0,2.46198,0,65,0,0,0
2059,1028,4.0,2008,616,54.0,4,6.0,4.82,1.12355,2,52,1,0,0
2060,2707,3.0,2009,340,65.0,6,6.0,5.0,1.40956,3,65,3,1,0
2061,2080,4.0,2008,472,61.0,1,3.0,4.75,1.13490,1,41,2,0,0
2062,1047,0.0,2007,697,63.0,15,6.0,4.63,0.13754,4,43,0,0,0
2063,694,2.0,2017,147,31.0,0,6.0,3.92,-2.23973,8,17,2,1,1
2064,2360,4.0,2011,65,56.0,19,6.0,4.28,-1.14171,1,25,0,0,1
2065,2324,1.0,2006,409,44.0,9,2.0,4.82,0.87362,3,21,2,0,0
2066,1187,4.0,2010,330,46.0,7,6.0,4.95,1.19015,4,37,0,0,0
2067,1370,4.0,2010,869,64.0,16,6.0,4.74,0.84457,5,48,1,0,0
2068,1908,3.0,2018,250,47.0,7,0.0,4.67,0.69316,3,33,1,0,0
2069,17,1.0,2016,303,62.0,15,6.0,4.33,-0.15178,1,15,1,1,1
2070,2970,0.0,2019,423,39.0,19,6.0,4.24,0.42787,5,30,2,1,1
2071,1677,1.0,2022,321,64.0,10,6.0,4.56,1.04330,5,25,0,1,0
2072,1185,4.0,2013,107,37.0,3,4.0,4.32,-1.05259,4,25,2,0,1
2073,657,1.0,2022,305,39.0,7,4.0,4.5,-0.19478,3,25,1,0,0
2074,1572,5.0,2011,766,29.0,9,6.0,4.08,-0.84134,3,17,1,1,1
2075,1738,5.0,2013,137,31.0,11,5.0,4.31,-0.11635,1,22,2,1,1
2076,1420,1.0,2018,181,61.0,9,0.0,4.95,1.39879,2,44,1,1,0
2077,400,0.0,2009,408,65.0,4,5.0,4.58,0.74216,1,45,1,1,0
2078,619,1.0,2009,225,57.0,22,6.0,4.76,0.88003,3,24,2,0,0
2079,509,3.0,2015,301,62.0,4,6.0,3.82,-1.73979,3,10,0,1,1
2080,868,3.0,2005,811,31.0,4,3.0,4.08,-0.64900,3,11,0,1,1
2081,887,5.0,2006,794,60.0,6,6.0,3.86,-1.32080,2,15,1,1,1
2082,600,6.0,2009,283,44.0,15,6.0,4.34,-0.31741,1,26,0,1,0
2083,2699,0.0,2010,671,42.0,2,6.0,4.0,-0.90216,1,29,2,1,1
2084,458,2.0,2011,897,55.0,7,6.0,4.4,-0.32235,1,23,1,0,1
2085,1118,0.0,2017,335,59.0,18,5.0,4.4,-0.69787,2,38,1,0,1
2086,871,0.0,2010,433,56.0,2,3.0,3.94,-0.87622,4,13,1,1,1
2087,791,1.0,2009,507,56.0,11,6.0,4.32,-0.60782,6,18,2,1,1
2088,955,4.0,2017,793,29.0,9,6.0,3.54,-1.51307,4,10,2,0,1
2089,651,6.0,2011,369,46.0,8,3.0,4.08,-0.33102,6,27,1,1,1
2090,734,0.0,2011,899,31.0,11,6.0,4.2,-0.50245,1,22,1,2,1
2091,2803,3.0,2009,139,62.0,0,6.0,4.32,0.20967,2,35,3,1,0
2092,380,5.0,2012,621,31.0,11,5.0,4.16,0.45233,2,38,1,0,1
2093,957,2.0,2012,262,44.0,8,1.0,4.14,-1.08828,4,22,3,2,1
2094,172,2.0,2022,544,37.0,12,5.0,3.84,-0.80717,3,9,2,1,1
2095,1945,4.0,2017,121,67.0,4,5.0,5.0,0.90056,0,43,1,0,0
2096,660,6.0,2008,255,32.0,9,6.0,4.15,-0.32099,2,15,0,1,1
2097,1095,6.0,2022,435,57.0,14,6.0,4.25,0.02934,2,30,0,0,1
2098,643,2.0,2022,425,60.0,7,6.0,4.22,-1.45194,0,7,1,1,1
2099,169,4.0,2018,785,33.0,13,6.0,4.49,-0.01316,4,35,3,1,0
